Train Loss,Validation Loss
0.020267159353273036,0.029410293391797827
0.00460200113713001,0.029387517348634613
0.004532094002020014,0.02893040853077986
0.0044607611026059694,0.02840225321024929
0.0043912580198547145,0.02783270063463999
0.004321277717435105,0.027213158810343707
0.004248753617344519,0.02652813029458119
0.004172338649872332,0.02576574723801658
0.004090516203909945,0.024916852770707563
0.004002431204590278,0.023981599006042305
0.0039071651538296675,0.022964572292083887
0.003804647891024032,0.021884147798828496
0.003695838913830439,0.02077122093511961
0.0035835736221857726,0.01968013350929917
0.003472450111906092,0.0186763572561265
0.0033686328082508108,0.017817682315092873
0.0032776477712524446,0.017132202475672452
0.003202889687441385,0.016618165725248685
0.0031445159276839918,0.016247699268250274
0.0031002620918465815,0.015987066960206436
0.003066887624854877,0.015803434312124963
0.0030411843959742466,0.015675316040869802
0.0030207044548334148,0.01558408548518811
0.0030037352266075548,0.015520184769340587
0.0029890419354090298,0.015473573607401127
0.0029759123796816896,0.015441780620632216
0.0029638927773353667,0.015420327299180804
0.0029526202954002654,0.01540734094642841
0.0029418696787056084,0.015402142530968754
0.002931600104542061,0.015403889876679608
0.0029215835656102103,0.015410976759484605
0.0029118368478474365,0.01542596381939181
0.002902269912598198,0.015445451702916904
0.002892866807927091,0.01547253322674007
0.002883598839162005,0.015506587700922576
0.002874478266799904,0.015548777806809706
0.002865483506516634,0.015598202121043691
0.0028566323556426655,0.01565637553331482
0.002847906489457203,0.015722651722970157
0.0028393855946981204,0.01579547329364265
0.00283104528746499,0.015875278767120242
0.002822936178106316,0.01596136665235773
0.0028150697095836036,0.016052439004053624
0.0028074499792847536,0.016149848780137623
0.002800113612335199,0.01625097295547631
0.0027930339239948154,0.016355705038976584
0.0027862549430210494,0.016463763334308525
0.002779771430598488,0.01657354371819543
0.002773623923461016,0.016685123088813626
0.002767790098793436,0.0167956352897596
0.0027623097627955035,0.016907003681209485
0.0027571924470323255,0.017017044304272377
0.0027524308973135283,0.017122747726339517
0.0027480208379319477,0.017226142757508348
0.002743966851929331,0.017324312021118227
0.0027402288852709507,0.01741698488792569
0.0027368343588209543,0.017503488263350957
0.002733709869416765,0.01758379187532871
0.002730860866797276,0.01765630188186528
0.0027282619904256604,0.017722715833082388
0.0027258995015029376,0.017782594625115476
0.0027236918758717366,0.017834852263970278
0.0027216723384835624,0.017881643574538628
0.0027197821427342624,0.01792276797162386
0.0027180041001254444,0.01795835290089954
0.00271630001340945,0.01798899139390503
0.002714681231811529,0.018016123994950648
0.00271308551290974,0.018037544264388555
0.0027115296017794976,0.018057005737252284
0.0027099936587127067,0.0180726417327206
0.0027084479459937518,0.01808588090334968
0.0027069094746622843,0.01809632629862413
0.00270532718788719,0.018104291506460868
0.0027037378249075024,0.018110501315876295
0.0027021094183370363,0.018115008267980046
0.0027004479286589253,0.018117974303583275
0.0026987356797736795,0.018119116911626272
0.0026969696854417307,0.018119910162434878
0.0026951594434369607,0.018118552649578238
0.0026932946035044436,0.018115999978340923
0.0026913623687272402,0.01811191562539046
0.0026893891963715223,0.018107532109375248
0.002687319451554989,0.018102178100046485
0.00268519067730477,0.018095272087787346
0.0026829875863115422,0.01808688951558263
0.002680703645381026,0.01807911883863598
0.0026783355539336277,0.018069331346451667
0.0026758871301307153,0.018058217090139984
0.002673343348298938,0.01804577901806092
0.0026707009833980685,0.01803222379190052
0.0026679391542692873,0.018018415270667103
0.0026650795843101475,0.01800224703535006
0.0026620781463675366,0.01798483584393469
0.002658928591252054,0.01796659896886345
0.0026556180587459285,0.017946042687803927
0.002652131534015121,0.0179246566625718
0.0026484101015599804,0.017901370329526822
0.002644441674895531,0.017876326353161415
0.0026401720823158916,0.01784982609245983
0.002635538777711843,0.01782103755551095
